,二氧化硫X5,化学需氧量X3,废气排放强度X2,氨氮X4,氮氧化物X6,污水排放强度X1
2012,0.15395257651916316,0.15746166252426774,0.22413015955813514,0.13424901479991602,0.16546211788832166,0.1647444687101963
2013,0.12353002814852536,0.1940466354231121,0.2297689662978981,0.15296175200669254,0.11905192203624584,0.1806406960875261
2014,0.1699021589589481,0.13350832817388755,0.2237115327533854,0.11642485574146924,0.12166004482043093,0.23479307955187878
2015,0.18937750577165774,0.2837644481321791,0.11796748366701623,0.11746542425583616,0.12101886600095606,0.17040627217235468
2016,0.1192811267708781,0.22361598781455252,0.12894076272690025,0.14401236589884805,0.1474449215792228,0.23670483520959826
2017,0.19499861588623751,0.1337292622944997,0.2552046668453618,0.17468297049804948,0.10267568120444039,0.1387088032714111
